Accession	IDList
GO:0031571	gene_Ani031607
GO:0031146	gene_Ani031607,gene_Ani018208,gene_Ani020221,gene_Ani026308,gene_Ani022210,gene_Ani006486,gene_Ani026396,gene_Ani012617,gene_Ani027988,gene_Ani020985
GO:0071277	gene_Ani031600,gene_Ani009171,gene_Ani016011
GO:0006913	gene_Ani031602,gene_Ani010195,gene_Ani025888,gene_Ani024070
GO:0043170	gene_Ani031602,gene_Ani016967
GO:0071705	gene_Ani031602
GO:0071702	gene_Ani031602
GO:0033036	gene_Ani031602
GO:0018298	gene_Ani016971,gene_Ani016972,gene_Ani026454,gene_Ani019140,gene_Ani030946,gene_Ani002735,gene_Ani031995,gene_Ani019282,gene_Ani029568,gene_Ani018581,gene_Ani009678,gene_Ani019578,gene_Ani019577,gene_Ani031882,gene_Ani032914,gene_Ani032979,gene_Ani004111,gene_Ani004109,gene_Ani019242,gene_Ani026824,gene_Ani002434,gene_Ani023830,gene_Ani010138,gene_Ani010139,gene_Ani019095,gene_Ani003359,gene_Ani012823,gene_Ani030795,gene_Ani022563,gene_Ani022564,gene_Ani007766,gene_Ani020888,gene_Ani021577,gene_Ani021147,gene_Ani010301,gene_Ani014306,gene_Ani012779,gene_Ani018384,gene_Ani017768
GO:0007602	gene_Ani016971,gene_Ani016972,gene_Ani026454,gene_Ani019140,gene_Ani030946,gene_Ani019282,gene_Ani029568,gene_Ani009678,gene_Ani019578,gene_Ani019577,gene_Ani031882,gene_Ani032914,gene_Ani032979,gene_Ani019242,gene_Ani026824,gene_Ani002434,gene_Ani023830,gene_Ani029320,gene_Ani019095,gene_Ani012823,gene_Ani022563,gene_Ani022564,gene_Ani007766,gene_Ani019769,gene_Ani021577,gene_Ani021147,gene_Ani010301,gene_Ani014306,gene_Ani017768,gene_Ani022269
GO:0046777	gene_Ani004375,gene_Ani029478,gene_Ani015140,gene_Ani028041,gene_Ani004380,gene_Ani018213,gene_Ani006004,gene_Ani002391,gene_Ani013881,gene_Ani011877
GO:0007169	gene_Ani004375,gene_Ani003613,gene_Ani022176,gene_Ani026416,gene_Ani027341,gene_Ani025775,gene_Ani025776,gene_Ani006016,gene_Ani020932,gene_Ani023522,gene_Ani032046,gene_Ani025334,gene_Ani027263,gene_Ani004380,gene_Ani030107,gene_Ani022633,gene_Ani027342,gene_Ani007575,gene_Ani010218,gene_Ani017185,gene_Ani018213,gene_Ani033053,gene_Ani006004,gene_Ani010284,gene_Ani009575,gene_Ani009576,gene_Ani007829,gene_Ani022507,gene_Ani023432,gene_Ani008026,gene_Ani028074,gene_Ani028075,gene_Ani023475,gene_Ani023477,gene_Ani030842,gene_Ani025586,gene_Ani030724,gene_Ani007568,gene_Ani022634,gene_Ani003460,gene_Ani017586,gene_Ani028402,gene_Ani006902
GO:0006396	gene_Ani016979,gene_Ani029585,gene_Ani031549,gene_Ani022474,gene_Ani025712,gene_Ani007996,gene_Ani009202,gene_Ani030453,gene_Ani008737,gene_Ani032681,gene_Ani004260,gene_Ani017933,gene_Ani012594,gene_Ani009828,gene_Ani018759,gene_Ani018040,gene_Ani002008,gene_Ani026215,gene_Ani031557,gene_Ani028818,gene_Ani024208,gene_Ani011455,gene_Ani015036,gene_Ani019782,gene_Ani025564,gene_Ani008602,gene_Ani028279,gene_Ani031372,gene_Ani020251,gene_Ani028070,gene_Ani005892,gene_Ani006576,gene_Ani003876,gene_Ani007359,gene_Ani008603,gene_Ani009612,novel1515,gene_Ani008448,gene_Ani009089
GO:0001522	gene_Ani016979,gene_Ani029585,gene_Ani006616,gene_Ani022514,gene_Ani031133,gene_Ani000856,gene_Ani032593,gene_Ani012839,gene_Ani032954,gene_Ani026237,gene_Ani028070,gene_Ani012730
GO:0035622	gene_Ani004373,gene_Ani018838
GO:0030177	gene_Ani004373,gene_Ani030783,gene_Ani024859,gene_Ani024947,gene_Ani024823
GO:0007596	gene_Ani021946,gene_Ani020435,gene_Ani026435,gene_Ani023105,gene_Ani008789,gene_Ani026327,gene_Ani028947,gene_Ani028948,gene_Ani028949,gene_Ani010015,gene_Ani031048,gene_Ani024123,gene_Ani021774,gene_Ani015133,gene_Ani012279,gene_Ani010977,gene_Ani003036,gene_Ani016495,gene_Ani010329,gene_Ani014985,gene_Ani021798,gene_Ani007664,gene_Ani007665,gene_Ani008790,gene_Ani021828,gene_Ani023942,gene_Ani000357,gene_Ani028946,gene_Ani028950,gene_Ani023600,gene_Ani018530,gene_Ani018531,gene_Ani010981,gene_Ani024138,novel4650,novel4981
GO:0046580	gene_Ani020430,gene_Ani018769,gene_Ani007536,gene_Ani008807,gene_Ani009171,gene_Ani025658,gene_Ani002623,gene_Ani007647
GO:0007219	gene_Ani020431,gene_Ani006676,gene_Ani003360,gene_Ani005728,gene_Ani000595,gene_Ani032086,gene_Ani009297,gene_Ani032518,gene_Ani009174,gene_Ani027228,gene_Ani011400,gene_Ani025338,gene_Ani023619,gene_Ani019950,gene_Ani020830,gene_Ani006506,gene_Ani021905,gene_Ani023464,gene_Ani023465,gene_Ani008675,gene_Ani029031,gene_Ani021752,gene_Ani026843,gene_Ani011230,gene_Ani011237,gene_Ani018033,gene_Ani006600,gene_Ani032521,gene_Ani032520,gene_Ani010290,gene_Ani006782,gene_Ani025480,gene_Ani017103,gene_Ani019297,gene_Ani001299,gene_Ani011232,gene_Ani031065,gene_Ani008918,gene_Ani026504,gene_Ani003117,gene_Ani005070,gene_Ani026627,gene_Ani019900,gene_Ani020173,novel3781,gene_Ani006504
GO:0048015	gene_Ani020434,gene_Ani020436,gene_Ani005902,gene_Ani027383,gene_Ani011284,gene_Ani002492,gene_Ani012492,gene_Ani033052,gene_Ani027150,gene_Ani018050,gene_Ani018011,gene_Ani027826,gene_Ani033158
GO:0046854	gene_Ani020434,gene_Ani020436,gene_Ani032546,gene_Ani015365,gene_Ani009753,gene_Ani023262,gene_Ani027383,gene_Ani020094,gene_Ani009824,gene_Ani002492,gene_Ani010113,gene_Ani030442,gene_Ani030443,gene_Ani030727
GO:0008285	gene_Ani004193,gene_Ani020664,gene_Ani001944,gene_Ani002997,gene_Ani006988,gene_Ani012896,gene_Ani001500,gene_Ani025658,gene_Ani030282,gene_Ani009615,gene_Ani024815,gene_Ani030800,gene_Ani004115,gene_Ani002571,gene_Ani007972,gene_Ani029953,gene_Ani027946,gene_Ani014264,gene_Ani020545,gene_Ani006807,gene_Ani015578,gene_Ani022391,gene_Ani027143
GO:2001235	gene_Ani004193
GO:0045893	gene_Ani004193,gene_Ani001731,gene_Ani015878,gene_Ani019683,gene_Ani003901,gene_Ani010289,gene_Ani017742,gene_Ani033029,gene_Ani012402,gene_Ani023970,gene_Ani032912,gene_Ani020859,gene_Ani019483,gene_Ani024853,gene_Ani030120,gene_Ani022147,gene_Ani021772,gene_Ani029692,gene_Ani015876,gene_Ani020590,gene_Ani012927,gene_Ani006075,gene_Ani026837,gene_Ani021800,gene_Ani011481,gene_Ani009533,gene_Ani016165,gene_Ani030252,gene_Ani024241,gene_Ani005190,gene_Ani003899,gene_Ani014837,gene_Ani032920,gene_Ani023553,gene_Ani033343,gene_Ani001641,gene_Ani007602,gene_Ani029748,gene_Ani021272,gene_Ani028272,gene_Ani016915,gene_Ani011959,gene_Ani024091,gene_Ani005189,gene_Ani001643
GO:0016573	gene_Ani004193,gene_Ani008290,gene_Ani009615,gene_Ani030823,gene_Ani029936,gene_Ani015578,gene_Ani018235
GO:0030030	gene_Ani004192,gene_Ani022413,gene_Ani031901,gene_Ani010088,gene_Ani023696,gene_Ani032776,gene_Ani023042,gene_Ani016188,gene_Ani008980,gene_Ani011927,gene_Ani007174,gene_Ani001204,gene_Ani024873,gene_Ani016968,gene_Ani031558,gene_Ani027408,gene_Ani025665,gene_Ani027395,gene_Ani027184,novel1209
GO:0006515	gene_Ani004199,gene_Ani018282
GO:0070407	gene_Ani004199
GO:0051131	gene_Ani004199,gene_Ani025717,gene_Ani018526
GO:0034599	gene_Ani004199,gene_Ani017669,gene_Ani014024,gene_Ani001402
GO:0045048	gene_Ani030035,gene_Ani033103,gene_Ani017022,gene_Ani006472,novel3807
GO:0031401	gene_Ani029781,gene_Ani029641,gene_Ani025868
GO:0010390	gene_Ani029781,gene_Ani029641,gene_Ani025868,gene_Ani032341
GO:0000381	gene_Ani029789,gene_Ani029632,gene_Ani008835,gene_Ani025337,gene_Ani025008,gene_Ani005321,gene_Ani026449,gene_Ani003973,gene_Ani023709,gene_Ani009689,gene_Ani028874,gene_Ani020882,gene_Ani026739,gene_Ani020867,gene_Ani011665,gene_Ani016725,gene_Ani029537,gene_Ani005396,gene_Ani007507,novel1185
GO:0001868	gene_Ani016350,gene_Ani016337,gene_Ani016332,gene_Ani016333,gene_Ani016343,gene_Ani015843,gene_Ani020573,gene_Ani016334,gene_Ani015222,gene_Ani016349,gene_Ani006117,gene_Ani006116,gene_Ani006121,novel849,novel6329,gene_Ani013355,novel6327,novel6328,novel2184
GO:0010185	gene_Ani016350,gene_Ani016337,gene_Ani016332,gene_Ani016333,gene_Ani016343,gene_Ani015843,gene_Ani020573,gene_Ani016334,gene_Ani015222,gene_Ani016349,gene_Ani006117,gene_Ani006116,novel849,novel6329,gene_Ani013355,novel6327,novel6328,novel2184
GO:0015012	gene_Ani016353,gene_Ani016339,gene_Ani005502,gene_Ani016352,gene_Ani023287,gene_Ani005825,gene_Ani032373,gene_Ani016342,gene_Ani000481,gene_Ani000486,gene_Ani016364,gene_Ani001191,gene_Ani023289
GO:0032456	gene_Ani030034,gene_Ani014813,gene_Ani022555,gene_Ani009052,gene_Ani015853,gene_Ani009212,gene_Ani009339,gene_Ani031183,gene_Ani008979,gene_Ani019027,gene_Ani023869,gene_Ani028609,gene_Ani016498,gene_Ani003029,novel5829
GO:0001525	gene_Ani016357,gene_Ani009895,gene_Ani026416,gene_Ani014791,gene_Ani018600,gene_Ani010606,gene_Ani006823,gene_Ani016358,gene_Ani026309,gene_Ani030844,gene_Ani030846,gene_Ani014366,gene_Ani007343,gene_Ani029031,gene_Ani030010,gene_Ani017773,gene_Ani024743,gene_Ani030520,gene_Ani030006,gene_Ani030002,gene_Ani033078,gene_Ani026631,gene_Ani016796,gene_Ani016797,gene_Ani026350,gene_Ani026034,gene_Ani008756,gene_Ani026673,gene_Ani028095,gene_Ani012697,gene_Ani010557,gene_Ani009610,gene_Ani008918,gene_Ani023475,gene_Ani016917,gene_Ani025586,gene_Ani016765,gene_Ani007546,novel551,gene_Ani024387
GO:0048014	gene_Ani016357,gene_Ani016358
GO:0007266	gene_Ani004991,gene_Ani021422,gene_Ani023755,gene_Ani001365,gene_Ani008747,gene_Ani029864,gene_Ani010395,gene_Ani016215,gene_Ani019870,gene_Ani002642,gene_Ani004360,gene_Ani009573,gene_Ani028899,gene_Ani008746,gene_Ani000882,gene_Ani004279,gene_Ani024935
GO:0007052	gene_Ani019966,gene_Ani000920,gene_Ani003202,gene_Ani019755,gene_Ani019754,gene_Ani018079,gene_Ani016630,gene_Ani019756
GO:0051258	gene_Ani007318,gene_Ani007319,gene_Ani007435,gene_Ani007317,gene_Ani007128,gene_Ani007436,gene_Ani007434
GO:0030168	gene_Ani007318,gene_Ani007319,gene_Ani007435,gene_Ani007317,gene_Ani029808,gene_Ani007128,gene_Ani006772,gene_Ani007436,gene_Ani025688,gene_Ani000428,gene_Ani007434
GO:0050852	gene_Ani020933
GO:0050853	gene_Ani020933,gene_Ani000954,gene_Ani028968,gene_Ani000939,gene_Ani009613,gene_Ani000938,novel59,gene_Ani000953,novel61,novel65,gene_Ani000947,novel66
GO:0050868	gene_Ani020933,gene_Ani016149
GO:0042572	gene_Ani007315,gene_Ani007430,gene_Ani007127,gene_Ani007126,gene_Ani007314,gene_Ani033056,gene_Ani007431,gene_Ani020083
GO:0010608	gene_Ani003340,gene_Ani010224,gene_Ani003867,gene_Ani016431,gene_Ani016408
GO:0007063	gene_Ani022457,gene_Ani022458,gene_Ani030041
GO:0030182	gene_Ani006045,gene_Ani025981,gene_Ani008868,gene_Ani031097,gene_Ani010108,gene_Ani014596,gene_Ani012927,gene_Ani028958,gene_Ani005440,gene_Ani019681
GO:0018293	gene_Ani006047
GO:0006121	gene_Ani006047
GO:0006366	gene_Ani006046,gene_Ani015149,gene_Ani029828,gene_Ani027380,gene_Ani004121,gene_Ani004790,gene_Ani026449,gene_Ani032321,gene_Ani021802,gene_Ani011481,gene_Ani023558,gene_Ani003998,gene_Ani003999,gene_Ani022505,gene_Ani018256,gene_Ani031462,gene_Ani003462,gene_Ani021769
GO:0006360	gene_Ani006046,gene_Ani008999,gene_Ani011663,gene_Ani028990
GO:0042797	gene_Ani006046
GO:0016485	gene_Ani011208,gene_Ani005761,gene_Ani019785,gene_Ani010892,gene_Ani006506,gene_Ani021905,gene_Ani032345,gene_Ani018282
GO:0070285	gene_Ani011208
GO:0030833	gene_Ani028781,gene_Ani023778,gene_Ani017079,gene_Ani003596,gene_Ani009699,gene_Ani008256,gene_Ani000523,gene_Ani032931,gene_Ani030645,gene_Ani009989,gene_Ani021411,gene_Ani023816,gene_Ani015074,gene_Ani026379,gene_Ani029939,gene_Ani000756,gene_Ani000879,gene_Ani010144,gene_Ani021678,gene_Ani000757,gene_Ani016112
GO:0010506	gene_Ani026879,gene_Ani008535,gene_Ani020674,gene_Ani024815,gene_Ani004106,gene_Ani026011,gene_Ani024411,gene_Ani027117,gene_Ani010792,gene_Ani010793,gene_Ani028957,gene_Ani020080,gene_Ani017398,gene_Ani027689,gene_Ani024412
GO:0042998	gene_Ani023807,gene_Ani022727,gene_Ani022234
GO:0031110	gene_Ani023800,gene_Ani016142,gene_Ani020944,gene_Ani016600,gene_Ani026884,gene_Ani022225,gene_Ani022224,gene_Ani024926,gene_Ani015928
GO:0006606	gene_Ani006595,gene_Ani023770,gene_Ani023774,gene_Ani007509,gene_Ani016289,gene_Ani009994,gene_Ani003069,gene_Ani012824,gene_Ani001451,gene_Ani032426,gene_Ani011002,gene_Ani024995,gene_Ani016288,gene_Ani008110,gene_Ani001481,gene_Ani030679,gene_Ani030816,gene_Ani032283,gene_Ani020968,novel3578
GO:0006464	gene_Ani006261,gene_Ani019105,gene_Ani007666,gene_Ani026910,gene_Ani028554,gene_Ani029996,gene_Ani002392,gene_Ani033410,gene_Ani005937,gene_Ani007658,gene_Ani021925,gene_Ani021926,gene_Ani007665,gene_Ani012611,gene_Ani030001,gene_Ani027302,gene_Ani029731,gene_Ani023944,gene_Ani032711,gene_Ani021089,gene_Ani022501,gene_Ani019271,gene_Ani019393,gene_Ani031404,gene_Ani008086,gene_Ani031645,gene_Ani031646,gene_Ani027301,gene_Ani013685,gene_Ani031419,gene_Ani029730,gene_Ani010029,gene_Ani032710
GO:0051056	gene_Ani006591,gene_Ani008084,gene_Ani014684,gene_Ani028381,gene_Ani022219,gene_Ani019183,gene_Ani022218,gene_Ani022004,gene_Ani023636,gene_Ani023631,gene_Ani025006,gene_Ani024504,gene_Ani005246,gene_Ani004902,gene_Ani016634,gene_Ani028096,gene_Ani028097,gene_Ani028098,gene_Ani012324,gene_Ani018085,gene_Ani033114,gene_Ani026569,gene_Ani027333,gene_Ani011641,gene_Ani016869
GO:0032007	gene_Ani006591,gene_Ani003823,gene_Ani014812,gene_Ani007972,gene_Ani001097,gene_Ani020545,gene_Ani003811,gene_Ani024671,gene_Ani000623
GO:0001822	gene_Ani006590,gene_Ani029844,gene_Ani014697,gene_Ani014695,gene_Ani013026,gene_Ani031171
GO:0006048	gene_Ani022178,gene_Ani012706,gene_Ani026633,gene_Ani028359
GO:0051560	gene_Ani006599,gene_Ani002039,gene_Ani022398
GO:0007160	gene_Ani028433,gene_Ani030367,gene_Ani006153,gene_Ani023247,gene_Ani017283,gene_Ani019168,gene_Ani030366,gene_Ani030368,gene_Ani008984,gene_Ani008983,gene_Ani007873,gene_Ani029374,gene_Ani022187,gene_Ani020678,gene_Ani033430,gene_Ani015373,gene_Ani033595,gene_Ani033594,gene_Ani020098,gene_Ani020097,gene_Ani029214,gene_Ani020112,gene_Ani020111,gene_Ani030522,gene_Ani009709,gene_Ani010426,gene_Ani029461,gene_Ani029462,gene_Ani007725,gene_Ani030235,gene_Ani008618,gene_Ani032388,gene_Ani032768,gene_Ani001804,gene_Ani031332,gene_Ani010560,gene_Ani010558,gene_Ani010559,gene_Ani029375,novel2549
GO:0071108	gene_Ani028434,gene_Ani025338,gene_Ani005895
GO:0006123	gene_Ani028435,gene_Ani027439,gene_Ani032318,gene_Ani011862,gene_Ani017671,gene_Ani024086,gene_Ani024088,gene_Ani017954,gene_Ani019159,gene_Ani016759,gene_Ani020116,gene_Ani016790,gene_Ani021676,gene_Ani029679,gene_Ani030998,gene_Ani023590,gene_Ani018889,gene_Ani002651
GO:0071900	gene_Ani017482,gene_Ani014376,gene_Ani010132
GO:0006468	gene_Ani017481,gene_Ani028335,gene_Ani008191,gene_Ani024892,gene_Ani031097,gene_Ani026306,gene_Ani028205,gene_Ani007281,gene_Ani014397,gene_Ani011955,gene_Ani012843,gene_Ani025984
GO:0032924	gene_Ani017481
GO:0071363	gene_Ani017481,gene_Ani014397
GO:0046856	gene_Ani009311,gene_Ani024174,gene_Ani016132,gene_Ani021469,gene_Ani026387,gene_Ani003042,gene_Ani019245,gene_Ani030924,gene_Ani011496,gene_Ani026511,gene_Ani007425,gene_Ani008535,gene_Ani007397,gene_Ani008903,gene_Ani005868,gene_Ani007309,gene_Ani017250,gene_Ani003294,gene_Ani010584,gene_Ani026426,gene_Ani024352,gene_Ani005869,gene_Ani019136,gene_Ani019133,gene_Ani029953,gene_Ani016096,gene_Ani003097,novel1260,gene_Ani022391,gene_Ani019137,novel1261,gene_Ani028151
GO:0019885	gene_Ani008884,gene_Ani002501,gene_Ani008398,gene_Ani015649,gene_Ani015653,gene_Ani024571,gene_Ani015651
GO:0034314	gene_Ani023778,gene_Ani008256,gene_Ani015147,gene_Ani032931,gene_Ani018574,gene_Ani009989,gene_Ani020171,gene_Ani021411,gene_Ani015074,gene_Ani000756,gene_Ani000879,gene_Ani000757,gene_Ani006494
GO:0016477	gene_Ani023778,gene_Ani020511,gene_Ani014130,gene_Ani002370,gene_Ani020249,gene_Ani025216,gene_Ani022592,gene_Ani021411,gene_Ani002571,gene_Ani018181,gene_Ani000763,gene_Ani023111,gene_Ani027259,gene_Ani016198,gene_Ani003304,gene_Ani007474,gene_Ani017524,gene_Ani012774,gene_Ani014776,gene_Ani032493,gene_Ani005396,gene_Ani028202
GO:0008277	gene_Ani023771,gene_Ani023775,gene_Ani005068,gene_Ani005067,gene_Ani025691,gene_Ani009992,gene_Ani031152,gene_Ani029010,gene_Ani014698,gene_Ani000915,gene_Ani004068,gene_Ani031335,gene_Ani015057,gene_Ani000901,gene_Ani028350,gene_Ani006765,gene_Ani006766
GO:0006364	gene_Ani016379,gene_Ani009261,gene_Ani019847,gene_Ani024949,gene_Ani000543,gene_Ani021878,gene_Ani022514,gene_Ani025182,gene_Ani011763,gene_Ani029052,gene_Ani000610,gene_Ani006501,gene_Ani021963,gene_Ani020156,gene_Ani028985,gene_Ani012525,gene_Ani014042,gene_Ani028166,gene_Ani012187,gene_Ani026237,gene_Ani014905,gene_Ani005719,gene_Ani020603,gene_Ani019820,gene_Ani008386,gene_Ani024383,gene_Ani009081,gene_Ani026545,gene_Ani007000,gene_Ani007001,gene_Ani009342,gene_Ani012730,novel2576,gene_Ani018553,gene_Ani008531,gene_Ani032733
GO:0007062	gene_Ani016379,gene_Ani021569,gene_Ani010197,gene_Ani030677,gene_Ani030974,gene_Ani025469
GO:0046907	gene_Ani013902,gene_Ani013901,gene_Ani015165,gene_Ani002522,gene_Ani007396,gene_Ani012189,gene_Ani013900,gene_Ani013481,gene_Ani013190,gene_Ani023834,gene_Ani015088,gene_Ani009168,gene_Ani002595,gene_Ani008367,gene_Ani032676,gene_Ani006760,gene_Ani006762,gene_Ani026627,gene_Ani008140
GO:0007130	gene_Ani017260,gene_Ani026368,gene_Ani016855,gene_Ani000552,gene_Ani017238,gene_Ani026369,gene_Ani016397
GO:0046931	gene_Ani001064,gene_Ani001063
GO:0006812	gene_Ani001064,gene_Ani008619,gene_Ani002962,gene_Ani011239,gene_Ani018387,gene_Ani018386,gene_Ani018388,gene_Ani001063
GO:0052331	gene_Ani001064,gene_Ani001063
GO:0042593	gene_Ani010902,gene_Ani007812,gene_Ani016389
GO:0001558	gene_Ani010902,gene_Ani010925,gene_Ani012957,gene_Ani031320,gene_Ani025806,gene_Ani021247,gene_Ani031672,gene_Ani010913,gene_Ani026071,novel4302
GO:0030010	gene_Ani010902,gene_Ani010554,gene_Ani010555
GO:0046599	gene_Ani014682,gene_Ani023943
GO:0015015	gene_Ani014689
GO:1904888	gene_Ani033197,gene_Ani007174,gene_Ani020151,gene_Ani001166,gene_Ani025971
GO:0000045	gene_Ani024694,gene_Ani005382,gene_Ani005059,gene_Ani000755,gene_Ani002937
GO:0030705	gene_Ani026205,gene_Ani008021,gene_Ani017524,gene_Ani001800,gene_Ani022860,gene_Ani013919,gene_Ani001776
GO:0009887	gene_Ani022852,gene_Ani021196,gene_Ani022846,gene_Ani023237,gene_Ani030520,gene_Ani017491,gene_Ani021841,gene_Ani010557,gene_Ani014776,gene_Ani010063
GO:0000956	gene_Ani010041,gene_Ani004386,gene_Ani024077
GO:0035082	gene_Ani019141,gene_Ani019142,gene_Ani019241,gene_Ani019240,gene_Ani017388
GO:0006085	gene_Ani030076,gene_Ani001210
GO:0006101	gene_Ani030076,gene_Ani027541,gene_Ani001210
GO:0005991	gene_Ani019051
GO:0030178	gene_Ani030174,gene_Ani016836,gene_Ani010928,gene_Ani019339,gene_Ani029284,gene_Ani002571,gene_Ani020838,gene_Ani009533,gene_Ani026034,gene_Ani031958,gene_Ani004768,gene_Ani020067,gene_Ani031315
GO:0007212	gene_Ani005766,gene_Ani006544,gene_Ani028127
GO:0007188	gene_Ani005766,gene_Ani004351,gene_Ani030605,gene_Ani003263,gene_Ani033166,gene_Ani031819,gene_Ani010739,gene_Ani009937,gene_Ani016497,gene_Ani021123,gene_Ani018169,gene_Ani011660,gene_Ani016939,gene_Ani013069
GO:0007389	gene_Ani000737,gene_Ani030302,gene_Ani030303,gene_Ani012358,gene_Ani003845,gene_Ani006478
GO:0008286	gene_Ani008629,gene_Ani027109,gene_Ani006984,gene_Ani005571,gene_Ani011443,gene_Ani002899,novel2409,gene_Ani014275,gene_Ani005118
GO:0046951	gene_Ani020330
GO:0045104	gene_Ani020337,gene_Ani020336,gene_Ani020335,gene_Ani020334,gene_Ani000888,gene_Ani009481,gene_Ani016224,gene_Ani016225,gene_Ani024420,gene_Ani015761,gene_Ani017892,gene_Ani024165,gene_Ani032543,gene_Ani021641,gene_Ani009685,gene_Ani001785,gene_Ani024418,gene_Ani024419,gene_Ani016227,gene_Ani015762
GO:0010923	gene_Ani027912,gene_Ani028967,gene_Ani027941
GO:0050906	gene_Ani029208,gene_Ani033088
GO:0006813	gene_Ani027914,gene_Ani011207,gene_Ani011206,gene_Ani007302,gene_Ani026398,gene_Ani006379,gene_Ani025343,gene_Ani017231,gene_Ani018933,gene_Ani012848,gene_Ani008641,gene_Ani010587,gene_Ani031637
GO:0006814	gene_Ani027914,gene_Ani028266,gene_Ani031767,gene_Ani011207,gene_Ani011206,gene_Ani007302,gene_Ani021055,gene_Ani005000,gene_Ani005001,gene_Ani017940,gene_Ani030757,gene_Ani025251,gene_Ani026398,gene_Ani007498,gene_Ani012575,gene_Ani006379,gene_Ani026903,gene_Ani003520,gene_Ani027784,gene_Ani025343,gene_Ani017231,gene_Ani008641,gene_Ani020378
GO:0009615	gene_Ani028156,gene_Ani005355,gene_Ani009202,gene_Ani023870,gene_Ani005327,gene_Ani018040
GO:0070098	gene_Ani028156,gene_Ani005355,gene_Ani023870,gene_Ani005327,gene_Ani004344,gene_Ani019803
GO:0006488	gene_Ani028155,gene_Ani016989,gene_Ani013159,gene_Ani031047,gene_Ani023474,gene_Ani013165,novel5796
GO:0007213	gene_Ani027310,gene_Ani027306
GO:0043113	gene_Ani027310,gene_Ani026414,gene_Ani027306,gene_Ani013071
GO:0007342	gene_Ani021426,gene_Ani025208
GO:0035036	gene_Ani021426
GO:0032024	gene_Ani021428
GO:0019318	gene_Ani021428,gene_Ani019596,gene_Ani019595,gene_Ani019427,gene_Ani008212
GO:0001678	gene_Ani021428,gene_Ani019596,gene_Ani019595,gene_Ani008212
GO:0006695	gene_Ani008127,gene_Ani029075,gene_Ani003479,gene_Ani023833,gene_Ani024291,gene_Ani008851
GO:0019287	gene_Ani008127,gene_Ani024291
GO:0030334	gene_Ani024431,gene_Ani023384,gene_Ani003881,gene_Ani012870,gene_Ani031329,gene_Ani026882,gene_Ani010476,gene_Ani028028,gene_Ani000811,gene_Ani028604,gene_Ani023025,gene_Ani008322,gene_Ani008321,gene_Ani015501,gene_Ani027560
GO:0045765	gene_Ani024431,gene_Ani023432,gene_Ani023866,gene_Ani015501,gene_Ani022061
GO:0046496	gene_Ani014268,gene_Ani014267
GO:0110051	gene_Ani014268
GO:0043697	gene_Ani016501,gene_Ani012927
GO:0042127	gene_Ani016501,gene_Ani000885,gene_Ani007536,gene_Ani016218,gene_Ani027263,gene_Ani031892,gene_Ani022593,gene_Ani026163,gene_Ani030107,gene_Ani025025,gene_Ani022633,gene_Ani007575,gene_Ani028427,gene_Ani007205,gene_Ani032176,gene_Ani001371,gene_Ani010284,gene_Ani018980,gene_Ani020001,gene_Ani026161,gene_Ani012964,gene_Ani033582,gene_Ani007568
GO:0006004	gene_Ani022052,gene_Ani016160,gene_Ani026843,gene_Ani016161,gene_Ani014952
