Accession	IDList
GO:0004143	gene_Ani005376,gene_Ani032377,gene_Ani032548,gene_Ani012568,gene_Ani017384,gene_Ani005949,gene_Ani014189,gene_Ani011480,gene_Ani027079,gene_Ani012114,gene_Ani012112,gene_Ani005948,gene_Ani014839
GO:0030594	gene_Ani005374,gene_Ani019102,gene_Ani015595,gene_Ani028086,gene_Ani028083,gene_Ani028006,gene_Ani021851,gene_Ani000611
GO:0016907	gene_Ani005374,gene_Ani008615,gene_Ani029264,gene_Ani022081,gene_Ani031818,gene_Ani023652,gene_Ani032375,gene_Ani022978,gene_Ani012453,gene_Ani026618
GO:0030983	gene_Ani027284,gene_Ani019434,gene_Ani008865,gene_Ani019447,gene_Ani019190,gene_Ani022669,gene_Ani014958
GO:0004890	gene_Ani022158,gene_Ani017072,gene_Ani017073,gene_Ani019100,gene_Ani019102,gene_Ani028084,gene_Ani028086,gene_Ani028083,gene_Ani017531,gene_Ani028007,gene_Ani021693,gene_Ani019275,gene_Ani028006,gene_Ani028014,gene_Ani028013,gene_Ani019278,gene_Ani028017
GO:0051721	gene_Ani008142,gene_Ani022565
GO:0030729	gene_Ani008146
GO:0003684	gene_Ani008144,gene_Ani028387,gene_Ani007275,gene_Ani029869,gene_Ani025400,gene_Ani021153,gene_Ani004245,gene_Ani018228,gene_Ani008783,gene_Ani021495,gene_Ani020298,gene_Ani028388,gene_Ani011711,gene_Ani026332,gene_Ani006474,gene_Ani014873,gene_Ani029186
GO:0015075	gene_Ani019318,gene_Ani026223,gene_Ani026222,gene_Ani019341,gene_Ani026142,gene_Ani023941,gene_Ani019526
GO:0004649	gene_Ani029317,gene_Ani002538,gene_Ani019764,gene_Ani019765,gene_Ani002581,novel3014,novel2878
GO:0003917	gene_Ani018405,gene_Ani000774,gene_Ani032918,gene_Ani032919,gene_Ani008232,gene_Ani031319,gene_Ani031318,gene_Ani031317,gene_Ani026283
GO:0004832	gene_Ani024779,gene_Ani024780,gene_Ani024781,gene_Ani016555
GO:0002161	gene_Ani024779,gene_Ani022450,gene_Ani020248,gene_Ani032488,gene_Ani024780,gene_Ani024781,gene_Ani016555
GO:0008556	gene_Ani024773,gene_Ani015666,gene_Ani014508,gene_Ani007593
GO:0004860	gene_Ani010598,gene_Ani010599,gene_Ani032595,gene_Ani005173,gene_Ani027631,gene_Ani003153,gene_Ani030940
GO:0016651	gene_Ani005594,gene_Ani005082,gene_Ani006751,gene_Ani025889,gene_Ani029954
GO:0003707	gene_Ani008556,gene_Ani024638,gene_Ani024048,gene_Ani030882,gene_Ani028485,gene_Ani022547,gene_Ani028767,gene_Ani009996,gene_Ani015641,gene_Ani008953
GO:0005497	gene_Ani008556
GO:0005496	gene_Ani008556,gene_Ani023563,gene_Ani024048,gene_Ani023467,gene_Ani028485,gene_Ani022547,gene_Ani028099,gene_Ani020008
GO:0042132	gene_Ani008550,gene_Ani008766,gene_Ani008765
GO:0005031	gene_Ani008553
GO:0017046	gene_Ani004351,gene_Ani010739,gene_Ani009937,gene_Ani011660
GO:0004991	gene_Ani004351,gene_Ani009486,gene_Ani030110
GO:0005154	gene_Ani028416,gene_Ani026029,gene_Ani016981,gene_Ani020975,gene_Ani028730,gene_Ani007723,gene_Ani007875,gene_Ani009110,gene_Ani020965,gene_Ani031693
GO:0004306	gene_Ani004359,gene_Ani000365
GO:0015018	gene_Ani018046,gene_Ani005886,gene_Ani019727,gene_Ani002740,novel4997
GO:0042781	gene_Ani001721
GO:0017108	gene_Ani030682,gene_Ani019589,gene_Ani005193
GO:0004611	gene_Ani030686
GO:0015129	gene_Ani029533,gene_Ani029884,gene_Ani016856,gene_Ani021087,gene_Ani000871
GO:0047451	gene_Ani029531
GO:0008693	gene_Ani029531
GO:0016295	gene_Ani029531,gene_Ani015541,gene_Ani015542
GO:0008659	gene_Ani029531
GO:0004320	gene_Ani029531,gene_Ani015541,gene_Ani015542
GO:0016296	gene_Ani029531,gene_Ani015541,gene_Ani015542
GO:0004313	gene_Ani029531
GO:0047117	gene_Ani029531
GO:0004316	gene_Ani029531
GO:0004317	gene_Ani029531
GO:0004314	gene_Ani029531,gene_Ani010965,gene_Ani012977,gene_Ani013723,gene_Ani013729,gene_Ani000320,gene_Ani031078
GO:0004315	gene_Ani029531,gene_Ani010965,gene_Ani013723,gene_Ani013729,gene_Ani015403,gene_Ani031078
GO:0031177	gene_Ani029531
GO:0050508	gene_Ani016339,gene_Ani016352,gene_Ani016342,gene_Ani023289
GO:0050509	gene_Ani016339,gene_Ani016352,gene_Ani016342,gene_Ani023289
GO:0016831	gene_Ani030534,gene_Ani017517,gene_Ani024616,gene_Ani009797,gene_Ani017912,gene_Ani027609,gene_Ani014148
GO:0030170	gene_Ani030534,gene_Ani018422,gene_Ani030555,gene_Ani021481,gene_Ani010451,gene_Ani018203,gene_Ani027545,gene_Ani020890,gene_Ani020891,gene_Ani020056,gene_Ani005961,gene_Ani030077,gene_Ani017517,gene_Ani028902,gene_Ani001156,gene_Ani017854,gene_Ani029274,gene_Ani003459,gene_Ani019387,gene_Ani008076,gene_Ani032462,gene_Ani010278,gene_Ani005301,gene_Ani032344,gene_Ani005586,gene_Ani011795,gene_Ani024161,gene_Ani004946,gene_Ani019937,gene_Ani030547,gene_Ani022118,gene_Ani000772,gene_Ani004579,gene_Ani022193,gene_Ani017313,gene_Ani010571,gene_Ani020003,gene_Ani013180,gene_Ani024616,gene_Ani022707,gene_Ani019680,gene_Ani009797,gene_Ani017912,gene_Ani001461,novel1753,gene_Ani000894,gene_Ani027609,gene_Ani017090,novel1198,gene_Ani014148
GO:0008408	gene_Ani003361,gene_Ani022018,gene_Ani001775,gene_Ani003499,gene_Ani001799,gene_Ani006485,gene_Ani032194,gene_Ani028985,gene_Ani032136,gene_Ani021863,gene_Ani003362
GO:0102769	gene_Ani003365
GO:0008120	gene_Ani003365
GO:0004017	gene_Ani003364,gene_Ani009364,gene_Ani008401,gene_Ani016230,gene_Ani022100,gene_Ani023311,gene_Ani017189,gene_Ani008327
GO:0046899	gene_Ani003364,gene_Ani017189
GO:0051287	gene_Ani007338,gene_Ani027453,gene_Ani026229,gene_Ani007876,gene_Ani028808,gene_Ani015583,gene_Ani014715,gene_Ani025315,gene_Ani029292,gene_Ani005082,gene_Ani007219,gene_Ani015483,gene_Ani022300,gene_Ani025884,gene_Ani024973,gene_Ani014714,gene_Ani015821,gene_Ani024512,gene_Ani018115,gene_Ani031736,gene_Ani007164,gene_Ani015084,gene_Ani023962,gene_Ani000887,gene_Ani027266,gene_Ani024843,gene_Ani007722,gene_Ani025180,gene_Ani025873,novel2546
GO:0016616	gene_Ani007338,gene_Ani026229,gene_Ani006524,gene_Ani006525,gene_Ani029292,gene_Ani007219,gene_Ani016888,gene_Ani007557,gene_Ani022300,gene_Ani025884,gene_Ani015643,gene_Ani014414,gene_Ani025180,gene_Ani025873,novel2546,gene_Ani031419
GO:0047690	gene_Ani025167,gene_Ani002991,gene_Ani002990,gene_Ani011802
GO:0001784	gene_Ani025167,gene_Ani002991,gene_Ani002990,gene_Ani011802,gene_Ani008908,gene_Ani006263,gene_Ani020723,gene_Ani003348
GO:0047555	gene_Ani002012,gene_Ani026606,gene_Ani017820,gene_Ani029332,gene_Ani001649,gene_Ani017816,gene_Ani017817,gene_Ani017819,novel2556
GO:0099094	gene_Ani002019,gene_Ani006659,gene_Ani029564,gene_Ani002021,gene_Ani002020,gene_Ani007471
GO:0016620	gene_Ani027100,gene_Ani005977,gene_Ani008129,gene_Ani012606,gene_Ani028268,gene_Ani020879,gene_Ani001035,gene_Ani010191,gene_Ani010190,gene_Ani005731,gene_Ani000937,gene_Ani017430,gene_Ani017431,gene_Ani011852,gene_Ani011851,gene_Ani020866,gene_Ani003237
GO:0031492	gene_Ani027109,gene_Ani008508,gene_Ani002743,gene_Ani025960,gene_Ani025525,novel639,gene_Ani011119,gene_Ani011111,gene_Ani027108
GO:0004449	gene_Ani027453,gene_Ani028808,gene_Ani031736,gene_Ani027266
GO:0004756	gene_Ani027451,gene_Ani018494
GO:0070530	gene_Ani027450,gene_Ani025338,gene_Ani012647,gene_Ani006848
GO:0016934	gene_Ani007198,gene_Ani026590,gene_Ani026346,gene_Ani007201,gene_Ani007200,gene_Ani026589
GO:0008188	gene_Ani026855,gene_Ani026852,gene_Ani027122,gene_Ani027121,gene_Ani002685,gene_Ani002359,gene_Ani002358,gene_Ani001614,gene_Ani029237,gene_Ani008070,gene_Ani008778
GO:0008234	gene_Ani026857,gene_Ani016832,gene_Ani005838,gene_Ani012011,gene_Ani026025,gene_Ani016468,gene_Ani030608,gene_Ani010802,gene_Ani026329,gene_Ani016425,gene_Ani003764,gene_Ani006463,gene_Ani029999,gene_Ani020814,gene_Ani023402,gene_Ani015178,gene_Ani022824,gene_Ani014155,gene_Ani001657,gene_Ani001783,gene_Ani017681,gene_Ani010212,gene_Ani013752,gene_Ani008764,gene_Ani016450,gene_Ani000207,gene_Ani008454,gene_Ani027256,gene_Ani014661,gene_Ani006495,gene_Ani013755,gene_Ani000176,gene_Ani030016,novel1474,novel2714,novel3419,novel6395,novel1264,novel678,gene_Ani018214,gene_Ani018109,novel6072,gene_Ani025070
GO:0001626	gene_Ani026859
GO:0004198	gene_Ani028456,gene_Ani028455,gene_Ani004964,gene_Ani010606,gene_Ani024894,gene_Ani022717,gene_Ani022712,gene_Ani022715,gene_Ani022714,gene_Ani028618,gene_Ani028616,gene_Ani004322,gene_Ani004323,gene_Ani004327,gene_Ani004325,gene_Ani019451,gene_Ani023723,gene_Ani005130,gene_Ani031216,gene_Ani012005,gene_Ani006608,gene_Ani023555,gene_Ani022700,gene_Ani019452,gene_Ani019438,gene_Ani019450,gene_Ani019437
GO:0005119	gene_Ani028457
GO:0005113	gene_Ani028457
GO:0036132	gene_Ani005913,gene_Ani005914,gene_Ani005915,gene_Ani005916,gene_Ani022833
GO:0097257	gene_Ani005913,gene_Ani005914,gene_Ani005915,gene_Ani005916
GO:0047522	gene_Ani005913,gene_Ani005914,gene_Ani005915,gene_Ani005916,gene_Ani022833
GO:0032440	gene_Ani005913,gene_Ani005914,gene_Ani005915,gene_Ani005916
GO:0005337	gene_Ani028459,gene_Ani004914,gene_Ani019209,gene_Ani033380,gene_Ani020155,gene_Ani000768,gene_Ani007479
GO:0046933	gene_Ani003945,gene_Ani032820,gene_Ani030822,gene_Ani008457,gene_Ani013109,gene_Ani029024,gene_Ani014582
GO:0008942	gene_Ani003940,gene_Ani005526
GO:0004791	gene_Ani017461,gene_Ani025827,gene_Ani008193
GO:0047844	gene_Ani032598,gene_Ani005131,gene_Ani027636
GO:0004126	gene_Ani032598,gene_Ani005131,gene_Ani027636
GO:0030338	gene_Ani012526
GO:1901981	gene_Ani012523,gene_Ani023732,gene_Ani031433
GO:0051879	gene_Ani017201,gene_Ani023582,gene_Ani022667
GO:0004827	gene_Ani017200,gene_Ani022868
GO:0035804	gene_Ani001045,gene_Ani022900,gene_Ani013173,gene_Ani009018,gene_Ani007552,gene_Ani010198,gene_Ani023336,gene_Ani009032
GO:0097016	gene_Ani001040,gene_Ani013053,gene_Ani005544
GO:0010945	gene_Ani010966,gene_Ani031475,gene_Ani031494
GO:0004181	gene_Ani028263,gene_Ani029628,gene_Ani019333,gene_Ani020734,gene_Ani002505,gene_Ani021588,gene_Ani026073,gene_Ani031893,gene_Ani029278,gene_Ani006971,gene_Ani021455,gene_Ani006775,gene_Ani029791,gene_Ani027466,gene_Ani021456,gene_Ani031777,gene_Ani031776,gene_Ani012412,gene_Ani031951,gene_Ani031950,gene_Ani031952,gene_Ani011755,gene_Ani020733,gene_Ani007545,gene_Ani007208,gene_Ani032048
GO:0008988	gene_Ani029822,gene_Ani029824
GO:0140326	gene_Ani026226,gene_Ani027664,gene_Ani030829,gene_Ani029055,gene_Ani026651,gene_Ani003279,gene_Ani003274,gene_Ani008136,gene_Ani003656,gene_Ani026433,gene_Ani024808,gene_Ani003655
GO:0047696	gene_Ani013922,gene_Ani002605,gene_Ani009045,gene_Ani009046
GO:0004703	gene_Ani013922,gene_Ani007653,gene_Ani002508,gene_Ani018752,gene_Ani018751,gene_Ani028205,gene_Ani002605,gene_Ani021451,gene_Ani007281,gene_Ani009045,gene_Ani009046
GO:0003730	gene_Ani019432,gene_Ani026622,gene_Ani009595,gene_Ani015798,gene_Ani010224,gene_Ani003867,gene_Ani028128,gene_Ani009594,gene_Ani016431,gene_Ani016408,gene_Ani017123,gene_Ani019443,gene_Ani032415,gene_Ani027058,gene_Ani005660,gene_Ani022320,gene_Ani010390,gene_Ani005396,gene_Ani032767
GO:0045182	gene_Ani019432,gene_Ani026622,gene_Ani009975,gene_Ani032510,gene_Ani028128,gene_Ani019443,gene_Ani028343,gene_Ani032415,gene_Ani027058,gene_Ani005660
GO:0000900	gene_Ani019432,gene_Ani026622,gene_Ani005199,gene_Ani019443,novel841,novel5550
GO:0008135	gene_Ani019432,gene_Ani026622,gene_Ani019443
GO:0003854	gene_Ani025900,gene_Ani018004,gene_Ani000439
GO:0003873	gene_Ani017025,gene_Ani027245,gene_Ani033160,gene_Ani017026,gene_Ani013116,gene_Ani032973,novel1522,gene_Ani026721
GO:0004331	gene_Ani017025,gene_Ani027245,gene_Ani033160,gene_Ani017026,gene_Ani013116,gene_Ani032973,novel1522,gene_Ani026721
GO:0005200	gene_Ani005749,gene_Ani002523,gene_Ani027581,gene_Ani027583,gene_Ani018993,gene_Ani000920,gene_Ani001573,gene_Ani020181,gene_Ani020182,gene_Ani030472,gene_Ani011927,gene_Ani021716,gene_Ani031697,gene_Ani016829,gene_Ani015074,gene_Ani009479,gene_Ani022859,gene_Ani024418,gene_Ani002594,gene_Ani006453,gene_Ani017567,gene_Ani033369,gene_Ani003480,gene_Ani021689,gene_Ani021067,gene_Ani008068,gene_Ani017568,gene_Ani007540,gene_Ani008612,gene_Ani027582,novel5559,gene_Ani025804
GO:0005178	gene_Ani005749,gene_Ani004408,gene_Ani026571,gene_Ani028604,gene_Ani032768,gene_Ani001292,gene_Ani008322,novel1715
GO:0019955	gene_Ani007351,gene_Ani025775,gene_Ani028074,gene_Ani028075,gene_Ani023476
GO:0004709	gene_Ani030943,gene_Ani015140,gene_Ani012783,gene_Ani019979,gene_Ani023516,gene_Ani033446,gene_Ani013881,gene_Ani019607
GO:0008235	gene_Ani030944,gene_Ani029116,gene_Ani029117,gene_Ani027851,gene_Ani008397,gene_Ani028672,gene_Ani021983,gene_Ani028858,gene_Ani012018,gene_Ani027848,gene_Ani027849,gene_Ani004273
GO:0034511	gene_Ani019847
GO:0004605	gene_Ani032468,gene_Ani021297,gene_Ani021486,gene_Ani011679,gene_Ani008663
GO:0035198	gene_Ani029882,gene_Ani015540,gene_Ani016883,gene_Ani000702,gene_Ani025523,gene_Ani001983,gene_Ani016301
GO:0003810	gene_Ani027936,gene_Ani027919,gene_Ani027812,gene_Ani027918,gene_Ani030497,gene_Ani030498,gene_Ani027731,gene_Ani016596,gene_Ani010751,gene_Ani027922,gene_Ani017476,gene_Ani017479,gene_Ani027033,gene_Ani027722,gene_Ani027724,gene_Ani004603,gene_Ani018276,gene_Ani027686,novel3456
GO:0003678	gene_Ani011783,gene_Ani032806,gene_Ani032805,gene_Ani008505,gene_Ani001880,gene_Ani029869,gene_Ani000476,gene_Ani017638,gene_Ani031118,gene_Ani023799,gene_Ani008290,gene_Ani013319,gene_Ani018573,gene_Ani017711,gene_Ani012726,gene_Ani018130,gene_Ani016771,gene_Ani033550,gene_Ani015697,gene_Ani016803,gene_Ani004291,gene_Ani009533,gene_Ani022889,gene_Ani025599,gene_Ani017098,gene_Ani025922,gene_Ani000309,gene_Ani009952,gene_Ani001462,gene_Ani023929,gene_Ani003486,gene_Ani012799,gene_Ani025013,gene_Ani025015,gene_Ani025014,gene_Ani033067,gene_Ani010723,gene_Ani010722,novel1253,gene_Ani005431,gene_Ani011696,gene_Ani005138
GO:0008641	gene_Ani011780,gene_Ani007218,gene_Ani007337,gene_Ani021984,gene_Ani027375
GO:0004111	gene_Ani011785,gene_Ani008867,gene_Ani008585,gene_Ani019398,gene_Ani031798,gene_Ani003673,gene_Ani023454
GO:0004979	gene_Ani019612
GO:0000309	gene_Ani009632,gene_Ani032619,gene_Ani009497,gene_Ani027155
GO:0004515	gene_Ani009632,gene_Ani032619,gene_Ani009497,gene_Ani027155
GO:0005484	gene_Ani016835,gene_Ani016834,gene_Ani028133,gene_Ani015692,gene_Ani029620,gene_Ani028490,gene_Ani003887,gene_Ani023567,gene_Ani022776,gene_Ani010159,gene_Ani033109,gene_Ani000815,gene_Ani021223,gene_Ani025886,gene_Ani024360,gene_Ani029798,gene_Ani025130,gene_Ani028755,gene_Ani011754,gene_Ani024570,gene_Ani029859,gene_Ani022314,gene_Ani020829,gene_Ani011646,gene_Ani024865,gene_Ani011011,gene_Ani025792,gene_Ani025887,gene_Ani015865
GO:0017147	gene_Ani016836,gene_Ani010928,gene_Ani012380,gene_Ani031315,gene_Ani010087
GO:0015379	gene_Ani006101,gene_Ani031248,gene_Ani021303,gene_Ani005454,gene_Ani016672,gene_Ani016670,gene_Ani003520,gene_Ani009914,gene_Ani006136
GO:0043021	gene_Ani008241,gene_Ani015344,gene_Ani017639,gene_Ani033578,gene_Ani017641,gene_Ani003449
GO:0008273	gene_Ani017936,gene_Ani019714,gene_Ani004929,gene_Ani004517,gene_Ani024098,gene_Ani022863
GO:0004000	gene_Ani031549,gene_Ani014199,gene_Ani025712,gene_Ani027248,gene_Ani030453,gene_Ani031557,gene_Ani031944,gene_Ani015036,gene_Ani012546,gene_Ani005892
GO:0004347	gene_Ani031542,gene_Ani018002,gene_Ani031550
GO:0005201	gene_Ani031010,gene_Ani033005,gene_Ani010022,gene_Ani000600,gene_Ani030364,gene_Ani008984,gene_Ani008983,gene_Ani027875,gene_Ani027876,gene_Ani027878,gene_Ani016403,gene_Ani003762,gene_Ani005570,gene_Ani020871,gene_Ani004241,gene_Ani011043,gene_Ani014273,gene_Ani014270,gene_Ani006233,gene_Ani029793,gene_Ani011441,gene_Ani011442,gene_Ani014987,gene_Ani020720,gene_Ani001370,gene_Ani028831,gene_Ani020887,gene_Ani028972,gene_Ani014661,gene_Ani015642,gene_Ani005569,gene_Ani000601,gene_Ani008340,gene_Ani002939,gene_Ani014776,gene_Ani006234,gene_Ani032495,gene_Ani029014,gene_Ani004238
GO:0016274	gene_Ani031013,gene_Ani006854,gene_Ani014466,gene_Ani012760,gene_Ani018453,gene_Ani001024,gene_Ani005038
GO:0047710	gene_Ani023105,gene_Ani021774,gene_Ani021798,gene_Ani032627
GO:0031369	gene_Ani000744,gene_Ani007311,gene_Ani010394,gene_Ani007287
GO:0004735	gene_Ani024158,gene_Ani000426,gene_Ani033342
GO:0097020	gene_Ani004594,gene_Ani004592
GO:0004514	gene_Ani024152,gene_Ani012491,gene_Ani032990
GO:0004516	gene_Ani024152
GO:0050577	gene_Ani024157,gene_Ani024156
GO:0030291	gene_Ani016729,gene_Ani033167,gene_Ani021072
GO:0008190	gene_Ani028684,gene_Ani028497,gene_Ani026032,gene_Ani019787
GO:0004826	gene_Ani020908,gene_Ani030494,gene_Ani000554,gene_Ani012262
GO:0018064	gene_Ani022112
GO:0019789	gene_Ani025998,gene_Ani009522,gene_Ani005496,gene_Ani008690,gene_Ani025171,gene_Ani003994,gene_Ani010864
GO:0046961	gene_Ani013002,gene_Ani032820,gene_Ani030822,gene_Ani031949,gene_Ani008457,gene_Ani012547
GO:0015095	gene_Ani017078,gene_Ani012519,gene_Ani025422,gene_Ani026297,gene_Ani022599,gene_Ani017077,gene_Ani028501,gene_Ani025918,gene_Ani005018
GO:0030060	gene_Ani022414,gene_Ani006510
GO:0003983	gene_Ani022415,gene_Ani006509
GO:0019200	gene_Ani019331
GO:0004722	gene_Ani010200,gene_Ani016858,gene_Ani008233,gene_Ani032159,gene_Ani018521,gene_Ani020175,gene_Ani011005,gene_Ani025138,gene_Ani017835,gene_Ani007941,gene_Ani013162,gene_Ani012115,gene_Ani002935,gene_Ani002934,gene_Ani008258
GO:0017178	gene_Ani021834,gene_Ani021952,gene_Ani021833
GO:0000149	gene_Ani015692,gene_Ani029620,gene_Ani011881,gene_Ani016009,gene_Ani033109,gene_Ani024360,gene_Ani029798,gene_Ani002985,gene_Ani025130,gene_Ani016011,gene_Ani011011
GO:0004838	gene_Ani018422
GO:0008121	gene_Ani018425,gene_Ani005268
GO:0008187	gene_Ani024716,gene_Ani015559
GO:0004997	gene_Ani015756,gene_Ani030476,gene_Ani018321,gene_Ani033475,gene_Ani024854
GO:0035299	gene_Ani004400
GO:0004995	gene_Ani019594,gene_Ani002520,gene_Ani006712,gene_Ani027819,gene_Ani006647,gene_Ani002598,gene_Ani008361
GO:0046873	gene_Ani026087,gene_Ani014757,gene_Ani015849,gene_Ani010524,gene_Ani005524,gene_Ani032463,gene_Ani015416,gene_Ani008171,gene_Ani015352,gene_Ani006029,gene_Ani032505,gene_Ani022636,gene_Ani030336,gene_Ani027077,gene_Ani019211,gene_Ani025447,gene_Ani032860,novel6282
GO:0008199	gene_Ani006053,gene_Ani030571,gene_Ani020652,gene_Ani001032,gene_Ani031630,gene_Ani001033
GO:0004348	gene_Ani005899,gene_Ani024679,gene_Ani006259,gene_Ani028870
GO:0019843	gene_Ani011333,gene_Ani023060,gene_Ani026680,gene_Ani007634,gene_Ani025007,gene_Ani000821,gene_Ani028503,gene_Ani000610,gene_Ani029019,gene_Ani020152,gene_Ani024547,gene_Ani004155,gene_Ani010160
GO:0043014	gene_Ani011847,gene_Ani033429,gene_Ani018574,gene_Ani005845,gene_Ani005846,gene_Ani008982
GO:0015098	gene_Ani027586
GO:0003714	gene_Ani016640,gene_Ani020610,gene_Ani032425,gene_Ani008257,gene_Ani024510,gene_Ani005833,gene_Ani004699,gene_Ani004696,gene_Ani004697,gene_Ani005655,gene_Ani011765,gene_Ani016002,gene_Ani012834,gene_Ani029292,gene_Ani002780,gene_Ani019177,gene_Ani022300,gene_Ani029776,gene_Ani025884,gene_Ani029646,gene_Ani015823,gene_Ani004025,gene_Ani018432,gene_Ani016194,gene_Ani025088,gene_Ani032962,gene_Ani001404,gene_Ani010436,gene_Ani032284,gene_Ani025873,novel2546,gene_Ani004028,gene_Ani018404
GO:0005005	gene_Ani027341,gene_Ani023522,gene_Ani027342,gene_Ani033053,gene_Ani006902
GO:0016706	gene_Ani030552,gene_Ani023127,gene_Ani029170,gene_Ani002396,gene_Ani030544,gene_Ani029169,gene_Ani024095,gene_Ani014785
GO:0004719	gene_Ani027124,gene_Ani031111,gene_Ani022513,gene_Ani023424,gene_Ani026845
GO:0004122	gene_Ani006994
GO:0000977	gene_Ani006001,gene_Ani002992,gene_Ani002354,gene_Ani030627,gene_Ani014496,gene_Ani010108,gene_Ani025084,gene_Ani024493,gene_Ani009834,gene_Ani002620,gene_Ani006810,gene_Ani033393,gene_Ani006838,gene_Ani001385,gene_Ani015564,gene_Ani025784,gene_Ani006543,gene_Ani028427,gene_Ani016321,gene_Ani029097,gene_Ani029090,gene_Ani012927,gene_Ani002530,gene_Ani024704,gene_Ani003932,gene_Ani016613,gene_Ani014498,gene_Ani002589,gene_Ani003500,gene_Ani018160,gene_Ani010082,gene_Ani008812,gene_Ani029093,gene_Ani024305
GO:0050699	gene_Ani002036,gene_Ani028090
GO:0038021	gene_Ani017191
GO:0008239	gene_Ani012011,gene_Ani028463
GO:0004748	gene_Ani028386
GO:0004471	gene_Ani007876,gene_Ani024973,gene_Ani007722
GO:0000340	gene_Ani028382,gene_Ani002734,gene_Ani010606
GO:0031766	gene_Ani032315
GO:0031765	gene_Ani032315
GO:0031764	gene_Ani032315
GO:0031763	gene_Ani032315
GO:0005184	gene_Ani032315,gene_Ani009603,gene_Ani009731,gene_Ani032506,gene_Ani018349,gene_Ani003661,gene_Ani032462,gene_Ani016459,gene_Ani031864,gene_Ani012901,gene_Ani016458,gene_Ani028913,gene_Ani005613,gene_Ani003118,gene_Ani003119,gene_Ani005851
GO:0004966	gene_Ani032315,gene_Ani005472,gene_Ani013365
GO:0008373	gene_Ani028380,gene_Ani032885,gene_Ani029472,gene_Ani029134,gene_Ani000493,gene_Ani015707,gene_Ani015856,gene_Ani015709,gene_Ani015705,gene_Ani015266,gene_Ani015268,gene_Ani013134,gene_Ani027879,gene_Ani001248,gene_Ani018898,gene_Ani029050,gene_Ani029018,gene_Ani010073,gene_Ani020781,gene_Ani015706,gene_Ani015703,gene_Ani015712,gene_Ani018278,gene_Ani025980,gene_Ani017502,gene_Ani017503,gene_Ani029327,gene_Ani029048,gene_Ani018128,gene_Ani017769,gene_Ani027880,gene_Ani014303,gene_Ani003469,gene_Ani010264,gene_Ani001249,gene_Ani010262
GO:0003726	gene_Ani019166,gene_Ani025564
GO:0052795	gene_Ani016091,gene_Ani028632,gene_Ani028633,gene_Ani011022,gene_Ani016570,gene_Ani028627,gene_Ani028626,gene_Ani028629,gene_Ani028628,novel2424
GO:0052794	gene_Ani016091,gene_Ani028632,gene_Ani028633,gene_Ani011022,gene_Ani016570,gene_Ani028627,gene_Ani028626,gene_Ani028629,gene_Ani028628,novel2424
GO:0052796	gene_Ani016091,gene_Ani028632,gene_Ani028633,gene_Ani011022,gene_Ani016570,gene_Ani028627,gene_Ani028626,gene_Ani028629,gene_Ani028628,novel2424
GO:0019903	gene_Ani018551,gene_Ani022383,gene_Ani018564,gene_Ani013007,gene_Ani032313
GO:0005415	gene_Ani018105
GO:0004303	gene_Ani000597,gene_Ani000594,gene_Ani001208,gene_Ani006232
GO:0005219	gene_Ani022065,gene_Ani018038,gene_Ani029266,gene_Ani029265,gene_Ani022078,gene_Ani018037,gene_Ani022975,gene_Ani022974,gene_Ani002914
GO:0005157	gene_Ani018281
GO:0047150	gene_Ani017229,gene_Ani029195
GO:0005221	gene_Ani017221,gene_Ani027816,gene_Ani010319,gene_Ani031913,gene_Ani019009,gene_Ani019008
GO:0005052	gene_Ani017221
GO:0050254	gene_Ani007653
GO:0016231	gene_Ani019105,gene_Ani033410,gene_Ani005937,gene_Ani019271
GO:1904315	gene_Ani019102,gene_Ani028083,gene_Ani028006,gene_Ani030046,gene_Ani032900
GO:0005237	gene_Ani019102,gene_Ani028083,gene_Ani028006
GO:0022851	gene_Ani019102,gene_Ani028083
GO:0102545	gene_Ani005729,gene_Ani032088,gene_Ani028845,gene_Ani008437
GO:0052740	gene_Ani005729,gene_Ani032088
GO:0052739	gene_Ani005729,gene_Ani032088
GO:0008970	gene_Ani005729,gene_Ani032088,gene_Ani010118
GO:0017124	gene_Ani005728,gene_Ani032086,gene_Ani014384,gene_Ani026041,gene_Ani022519,gene_Ani023834,gene_Ani022807,gene_Ani024109,gene_Ani018779,gene_Ani028834,gene_Ani024221,gene_Ani024220,gene_Ani022784,gene_Ani022785,gene_Ani016198,gene_Ani017649,gene_Ani002373,gene_Ani023664,gene_Ani006235,gene_Ani002372,gene_Ani032493
GO:0042166	gene_Ani015595
GO:1990380	gene_Ani005727,gene_Ani015630,gene_Ani020801,gene_Ani011229
GO:0036435	gene_Ani005727,gene_Ani015630
GO:0008449	gene_Ani030783,gene_Ani012564,novel3020,novel2873
GO:0004065	gene_Ani030783
GO:0005539	gene_Ani030783
GO:0034597	gene_Ani016132,gene_Ani017745,gene_Ani007425,gene_Ani007309,gene_Ani010584,gene_Ani014326
GO:0008124	gene_Ani027955,gene_Ani019679,novel2166
GO:0017056	gene_Ani014417,gene_Ani001759,gene_Ani030923,gene_Ani029035,gene_Ani002431,gene_Ani002432,gene_Ani028329,gene_Ani014416,gene_Ani002420,gene_Ani018309,gene_Ani009167,gene_Ani006606,gene_Ani033462
GO:0008531	gene_Ani021465
GO:0001760	gene_Ani014816
